source,title,summary,link,published,sentiment,umap1,umap2
Bloomberg,Europe's Gas Buying Slows on Expectations of Further Price Crash - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L2V1cm9wZS1zLWdhcy1idXlpbmctc2xvd3Mtb24tZXhwZWN0YXRpb25zLW9mLWZ1cnRoZXItcHJpY2UtY3Jhc2jSAQA?oc=5"" target=""_blank"">Europe's Gas Buying Slows on Expectations of Further Price Crash</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L2V1cm9wZS1zLWdhcy1idXlpbmctc2xvd3Mtb24tZXhwZWN0YXRpb25zLW9mLWZ1cnRoZXItcHJpY2UtY3Jhc2jSAQA?oc=5,"Mon, 08 May 2023 06:00:00 GMT",neutral,17.849365,-0.5153809
Bloomberg,Hollywood CEOs Made More Than $1 Billion While Firing Thousands - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9uZXdzbGV0dGVycy8yMDIzLTA1LTA3L2hvbGx5d29vZC1jZW9zLW1hZGUtbW9yZS10aGFuLTEtYmlsbGlvbi13aGlsZS1maXJpbmctdGhvdXNhbmRz0gEA?oc=5"" target=""_blank"">Hollywood CEOs Made More Than $1 Billion While Firing Thousands</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9uZXdzbGV0dGVycy8yMDIzLTA1LTA3L2hvbGx5d29vZC1jZW9zLW1hZGUtbW9yZS10aGFuLTEtYmlsbGlvbi13aGlsZS1maXJpbmctdGhvdXNhbmRz0gEA?oc=5,"Sun, 07 May 2023 22:00:09 GMT",neutral,20.40238,0.26037508
Bloomberg,Buffett Favors Japan Over Taiwan as He Laments Geopolitics - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L2J1ZmZldHQtZmF2b3JzLWphcGFuLW92ZXItdGFpd2FuLWFzLWhlLWxhbWVudHMtZ2VvcG9saXRpY3PSAQA?oc=5"" target=""_blank"">Buffett Favors Japan Over Taiwan as He Laments Geopolitics</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L2J1ZmZldHQtZmF2b3JzLWphcGFuLW92ZXItdGFpd2FuLWFzLWhlLWxhbWVudHMtZ2VvcG9saXRpY3PSAQA?oc=5,"Mon, 08 May 2023 02:15:00 GMT",neutral,19.110706,-0.77955246
Bloomberg,Occidental Drops After Buffett Said Not Seeking Full Control - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L29jY2lkZW50YWwtZHJvcHMtYWZ0ZXItYnVmZmV0dC1zYWlkLW5vdC1zZWVraW5nLWZ1bGwtY29udHJvbNIBAA?oc=5"" target=""_blank"">Occidental Drops After Buffett Said Not Seeking Full Control</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L29jY2lkZW50YWwtZHJvcHMtYWZ0ZXItYnVmZmV0dC1zYWlkLW5vdC1zZWVraW5nLWZ1bGwtY29udHJvbNIBAA?oc=5,"Mon, 08 May 2023 08:29:57 GMT",neutral,18.540947,-2.3306458
Bloomberg,Merck KGaA Gets Female Leadership Duo in First for Germany's DAX - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L21lcmNrLWtnYWEtZ2V0cy1hbGwtZmVtYWxlLWR1by1pbi1hLWZpcnN0LWZvci1nZXJtYW55LXMtZGF40gEA?oc=5"" target=""_blank"">Merck KGaA Gets Female Leadership Duo in First for Germany's DAX</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L21lcmNrLWtnYWEtZ2V0cy1hbGwtZmVtYWxlLWR1by1pbi1hLWZpcnN0LWZvci1nZXJtYW55LXMtZGF40gEA?oc=5,"Mon, 08 May 2023 13:15:41 GMT",neutral,20.23329,0.075725876
Bloomberg,"Saudi Arabia Banker Pay Surges, Turkey Lira (TRY/USD) Volatility ... - Bloomberg","<a href=""https://news.google.com/rss/articles/CBMigAFodHRwczovL3d3dy5ibG9vbWJlcmcuY29tL25ld3MvbmV3c2xldHRlcnMvMjAyMy0wNS0wOC9zYXVkaS1hcmFiaWEtYmFua2VyLXBheS1zdXJnZXMtdHVya2V5LWxpcmEtdHJ5LXVzZC12b2xhdGlsaXR5LWVneXB0LWNyaXNpc9IBAA?oc=5"" target=""_blank"">Saudi Arabia Banker Pay Surges, Turkey Lira (TRY/USD) Volatility ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMigAFodHRwczovL3d3dy5ibG9vbWJlcmcuY29tL25ld3MvbmV3c2xldHRlcnMvMjAyMy0wNS0wOC9zYXVkaS1hcmFiaWEtYmFua2VyLXBheS1zdXJnZXMtdHVya2V5LWxpcmEtdHJ5LXVzZC12b2xhdGlsaXR5LWVneXB0LWNyaXNpc9IBAA?oc=5,"Mon, 08 May 2023 13:29:26 GMT",neutral,17.987196,-1.6136925
Bloomberg,Five Key Charts to Watch in Global Commodity Markets This Week - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA3L2ZpdmUta2V5LWNoYXJ0cy10by13YXRjaC1pbi1nbG9iYWwtY29tbW9kaXR5LW1hcmtldHMtdGhpcy13ZWVr0gEA?oc=5"" target=""_blank"">Five Key Charts to Watch in Global Commodity Markets This Week</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA3L2ZpdmUta2V5LWNoYXJ0cy10by13YXRjaC1pbi1nbG9iYWwtY29tbW9kaXR5LW1hcmtldHMtdGhpcy13ZWVr0gEA?oc=5,"Sun, 07 May 2023 21:00:00 GMT",neutral,17.026606,-1.2468044
Bloomberg,Ex-Citigroup Banking Research Veteran Kong Joins Singapore's UOB - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L2V4LWNpdGlncm91cC1iYW5raW5nLXJlc2VhcmNoLXZldGVyYW4ta29uZy1qb2lucy1zaW5nYXBvcmUtcy11b2LSAQA?oc=5"" target=""_blank"">Ex-Citigroup Banking Research Veteran Kong Joins Singapore's UOB</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L2V4LWNpdGlncm91cC1iYW5raW5nLXJlc2VhcmNoLXZldGVyYW4ta29uZy1qb2lucy1zaW5nYXBvcmUtcy11b2LSAQA?oc=5,"Mon, 08 May 2023 07:12:13 GMT",neutral,19.808748,-0.77243847
Bloomberg,Uber Really Needs Lyft to Stay in the Rideshare Race - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vb3Bpbmlvbi9hcnRpY2xlcy8yMDIzLTA1LTA4L3ViZXItbmVlZHMtbHlmdC10by1zdGF5LWluLXRoZS1yaWRlc2hhcmUtcmFjZdIBAA?oc=5"" target=""_blank"">Uber Really Needs Lyft to Stay in the Rideshare Race</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vb3Bpbmlvbi9hcnRpY2xlcy8yMDIzLTA1LTA4L3ViZXItbmVlZHMtbHlmdC10by1zdGF5LWluLXRoZS1yaWRlc2hhcmUtcmFjZdIBAA?oc=5,"Mon, 08 May 2023 04:00:00 GMT",neutral,17.904217,1.1215718
Bloomberg,Westpac Banking Sees Tougher Economic Outlook as Profit Climbs - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy92aWRlb3MvMjAyMy0wNS0wNy93ZXN0cGFjLXNlZXMtdG91Z2hlci1lY29ub21pYy1vdXRsb29rLWFzLXByb2ZpdC1jbGltYnMtdmlkZW_SAQA?oc=5"" target=""_blank"">Westpac Banking Sees Tougher Economic Outlook as Profit Climbs</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy92aWRlb3MvMjAyMy0wNS0wNy93ZXN0cGFjLXNlZXMtdG91Z2hlci1lY29ub21pYy1vdXRsb29rLWFzLXByb2ZpdC1jbGltYnMtdmlkZW_SAQA?oc=5,"Sun, 07 May 2023 23:19:06 GMT",neutral,19.194942,-1.8213423
Bloomberg,Emerging Markets Enter Into High-Anxiety Phase With Turkey Vote - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA3L2VtZXJnaW5nLW1hcmtldHMtZW50ZXItaW50by1oaWdoLWFueGlldHktcGhhc2Utd2l0aC10dXJrZXktdm90ZdIBAA?oc=5"" target=""_blank"">Emerging Markets Enter Into High-Anxiety Phase With Turkey Vote</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA3L2VtZXJnaW5nLW1hcmtldHMtZW50ZXItaW50by1oaWdoLWFueGlldHktcGhhc2Utd2l0aC10dXJrZXktdm90ZdIBAA?oc=5,"Mon, 08 May 2023 06:53:00 GMT",neutral,17.646553,-1.5124507
Bloomberg,BYD to Make Electric Vehicles in Vietnam in Southeast Asia Push - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L2J5ZC10by1tYWtlLWVsZWN0cmljLXZlaGljbGVzLWluLXZpZXRuYW0taW4tc291dGhlYXN0LWFzaWEtcHVzaNIBAA?oc=5"" target=""_blank"">BYD to Make Electric Vehicles in Vietnam in Southeast Asia Push</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L2J5ZC10by1tYWtlLWVsZWN0cmljLXZlaGljbGVzLWluLXZpZXRuYW0taW4tc291dGhlYXN0LWFzaWEtcHVzaNIBAA?oc=5,"Mon, 08 May 2023 05:08:00 GMT",neutral,17.695448,-0.06701618
Bloomberg,Global Economy Latest: US-China Decoupling - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9uZXdzbGV0dGVycy8yMDIzLTA1LTA4L2dsb2JhbC1lY29ub215LWxhdGVzdC11cy1jaGluYS1kZWNvdXBsaW5n0gEA?oc=5"" target=""_blank"">Global Economy Latest: US-China Decoupling</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9uZXdzbGV0dGVycy8yMDIzLTA1LTA4L2dsb2JhbC1lY29ub215LWxhdGVzdC11cy1jaGluYS1kZWNvdXBsaW5n0gEA?oc=5,"Mon, 08 May 2023 11:00:13 GMT",neutral,18.252777,-0.20741479
Bloomberg,AI Won't Beat the Market Any Better Than Wall Street - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vb3Bpbmlvbi9hcnRpY2xlcy8yMDIzLTA1LTA4L3BlcnNvbmFsLWZpbmFuY2UtYWktd29uLXQtYmVhdC10aGUtbWFya2V0LWFueS1iZXR0ZXItdGhhbi13YWxsLXN0cmVldNIBAA?oc=5"" target=""_blank"">AI Won't Beat the Market Any Better Than Wall Street</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vb3Bpbmlvbi9hcnRpY2xlcy8yMDIzLTA1LTA4L3BlcnNvbmFsLWZpbmFuY2UtYWktd29uLXQtYmVhdC10aGUtbWFya2V0LWFueS1iZXR0ZXItdGhhbi13YWxsLXN0cmVldNIBAA?oc=5,"Mon, 08 May 2023 10:30:11 GMT",neutral,17.49731,-0.4380641
Bloomberg,Apple Tapping US High-Grade Bond Market With $5 Billion Deal - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L2FwcGxlLXRhcHBpbmctdXMtaGlnaC1ncmFkZS1ib25kLW1hcmtldC1mb3ItZGVidC1pbi1maXZlLXBhcnRz0gEA?oc=5"" target=""_blank"">Apple Tapping US High-Grade Bond Market With $5 Billion Deal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L2FwcGxlLXRhcHBpbmctdXMtaGlnaC1ncmFkZS1ib25kLW1hcmtldC1mb3ItZGVidC1pbi1maXZlLXBhcnRz0gEA?oc=5,"Mon, 08 May 2023 12:03:53 GMT",neutral,17.341364,-2.0417635
Bloomberg,"Buffett Speaks: The Bloomberg Open, Europe Edition - Bloomberg","<a href=""https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9uZXdzbGV0dGVycy8yMDIzLTA1LTA4L2J1ZmZldHQtc3BlYWtzLXRoZS1ibG9vbWJlcmctb3Blbi1ldXJvcGUtZWRpdGlvbtIBAA?oc=5"" target=""_blank"">Buffett Speaks: The Bloomberg Open, Europe Edition</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9uZXdzbGV0dGVycy8yMDIzLTA1LTA4L2J1ZmZldHQtc3BlYWtzLXRoZS1ibG9vbWJlcmctb3Blbi1ldXJvcGUtZWRpdGlvbtIBAA?oc=5,"Mon, 08 May 2023 05:07:00 GMT",neutral,17.83121,-0.9592843
Bloomberg,Turkish Opposition Rally Attacked in Burst of Pre-Vote Violence - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA3L3R1cmtpc2gtb3Bwb3NpdGlvbi1yYWxseS1hdHRhY2tlZC1pbi1idXJzdC1vZi1wcmUtdm90ZS12aW9sZW5jZdIBAA?oc=5"" target=""_blank"">Turkish Opposition Rally Attacked in Burst of Pre-Vote Violence</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA3L3R1cmtpc2gtb3Bwb3NpdGlvbi1yYWxseS1hdHRhY2tlZC1pbi1idXJzdC1vZi1wcmUtdm90ZS12aW9sZW5jZdIBAA?oc=5,"Sun, 07 May 2023 19:53:06 GMT",negative,15.302414,-2.5885572
Bloomberg,"Powell's Recession Forecast Overlooks Looming Credit Crunch, DC ... - Bloomberg","<a href=""https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy5ibG9vbWJlcmcuY29tL25ld3MvYXJ0aWNsZXMvMjAyMy0wNS0wNy9wb3dlbGwtcy1yZWNlc3Npb24tZm9yZWNhc3Qtb3Zlcmxvb2tzLWxvb21pbmctY3JlZGl0LWNydW5jaC1kYy1zdGFuZG9mZi1iYWQtd2XSAQA?oc=5"" target=""_blank"">Powell's Recession Forecast Overlooks Looming Credit Crunch, DC ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy5ibG9vbWJlcmcuY29tL25ld3MvYXJ0aWNsZXMvMjAyMy0wNS0wNy9wb3dlbGwtcy1yZWNlc3Npb24tZm9yZWNhc3Qtb3Zlcmxvb2tzLWxvb21pbmctY3JlZGl0LWNydW5jaC1kYy1zdGFuZG9mZi1iYWQtd2XSAQA?oc=5,"Sun, 07 May 2023 23:00:09 GMT",neutral,18.417307,-1.6904267
Bloomberg,CREDIT SUISSE 24 HOUR DEADLINE ALERT: FORMER ... - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMirwFodHRwczovL3d3dy5ibG9vbWJlcmcuY29tL3ByZXNzLXJlbGVhc2VzLzIwMjMtMDUtMDcvY3JlZGl0LXN1aXNzZS0yNC1ob3VyLWRlYWRsaW5lLWFsZXJ0LWZvcm1lci1sb3Vpc2lhbmEtYXR0b3JuZXktZ2VuZXJhbC1hbmQta2Fobi1zd2ljay1mb3RpLWxsYy1yZW1pbmQtaW52ZXN0b3JzLXdpdGgtbG9zc2Vz0gEA?oc=5"" target=""_blank"">CREDIT SUISSE 24 HOUR DEADLINE ALERT: FORMER ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMirwFodHRwczovL3d3dy5ibG9vbWJlcmcuY29tL3ByZXNzLXJlbGVhc2VzLzIwMjMtMDUtMDcvY3JlZGl0LXN1aXNzZS0yNC1ob3VyLWRlYWRsaW5lLWFsZXJ0LWZvcm1lci1sb3Vpc2lhbmEtYXR0b3JuZXktZ2VuZXJhbC1hbmQta2Fobi1zd2ljay1mb3RpLWxsYy1yZW1pbmQtaW52ZXN0b3JzLXdpdGgtbG9zc2Vz0gEA?oc=5,"Sun, 07 May 2023 23:22:45 GMT",neutral,18.528137,-1.2921422
Bloomberg,Best VPN? Consider Whether You Can Trust That Product Review Site - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9uZXdzbGV0dGVycy8yMDIzLTA1LTA4L2Jlc3QtdnBuLWNvbnNpZGVyLXdoZXRoZXIteW91LWNhbi10cnVzdC10aGF0LXByb2R1Y3QtcmV2aWV3LXNpdGXSAQA?oc=5"" target=""_blank"">Best VPN? Consider Whether You Can Trust That Product Review Site</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9uZXdzbGV0dGVycy8yMDIzLTA1LTA4L2Jlc3QtdnBuLWNvbnNpZGVyLXdoZXRoZXIteW91LWNhbi10cnVzdC10aGF0LXByb2R1Y3QtcmV2aWV3LXNpdGXSAQA?oc=5,"Mon, 08 May 2023 11:00:15 GMT",neutral,17.11188,-2.6896415
Bloomberg,"World Markets Face 'Minsky Moment' Danger, Allianz's Subran Says - Bloomberg","<a href=""https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L3dvcmxkLW1hcmtldHMtZmFjZS1taW5za3ktbW9tZW50LWRhbmdlci1hbGxpYW56LXMtc3VicmFuLXNheXPSAQA?oc=5"" target=""_blank"">World Markets Face 'Minsky Moment' Danger, Allianz's Subran Says</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L3dvcmxkLW1hcmtldHMtZmFjZS1taW5za3ktbW9tZW50LWRhbmdlci1hbGxpYW56LXMtc3VicmFuLXNheXPSAQA?oc=5,"Mon, 08 May 2023 08:18:21 GMT",neutral,17.506994,-1.4331644
Bloomberg,The Question of Age Dogs Biden's Reelection Bid - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9uZXdzbGV0dGVycy8yMDIzLTA1LTA4L3RoZS1xdWVzdGlvbi1vZi1hZ2UtZG9ncy1qb2UtYmlkZW4tcy1yZWVsZWN0aW9uLWJpZNIBAA?oc=5"" target=""_blank"">The Question of Age Dogs Biden's Reelection Bid</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9uZXdzbGV0dGVycy8yMDIzLTA1LTA4L3RoZS1xdWVzdGlvbi1vZi1hZ2UtZG9ncy1qb2UtYmlkZW4tcy1yZWVsZWN0aW9uLWJpZNIBAA?oc=5,"Mon, 08 May 2023 10:02:31 GMT",neutral,16.755604,-1.824677
Bloomberg,"China Limits Data After US Research Spurred Alarm, WSJ Says - Bloomberg","<a href=""https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L2NoaW5hLWN1dC1vZmYtZGF0YS1hZnRlci11cy1yZXNlYXJjaC1zcHVycmVkLWFsYXJtLXdzai1zYXlz0gEA?oc=5"" target=""_blank"">China Limits Data After US Research Spurred Alarm, WSJ Says</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L2NoaW5hLWN1dC1vZmYtZGF0YS1hZnRlci11cy1yZXNlYXJjaC1zcHVycmVkLWFsYXJtLXdzai1zYXlz0gEA?oc=5,"Mon, 08 May 2023 02:25:00 GMT",neutral,18.61881,0.13963415
Bloomberg,KKR Earnings Sink 26% in First Quarter as Asset Sales Slow - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L2trci1lYXJuaW5ncy1zaW5rLTI2LWluLWZpcnN0LXF1YXJ0ZXItYXMtYXNzZXQtc2FsZXMtc2xvd9IBAA?oc=5"" target=""_blank"">KKR Earnings Sink 26% in First Quarter as Asset Sales Slow</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L2trci1lYXJuaW5ncy1zaW5rLTI2LWluLWZpcnN0LXF1YXJ0ZXItYXMtYXNzZXQtc2FsZXMtc2xvd9IBAA?oc=5,"Mon, 08 May 2023 10:50:27 GMT",negative,18.441298,-3.2191532
Bloomberg,Watch 'Bloomberg Daybreak: Europe' Full Show (05/08/2023) - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy92aWRlb3MvMjAyMy0wNS0wOC8tYmxvb21iZXJnLWRheWJyZWFrLWV1cm9wZS1mdWxsLXNob3ctMDUtMDgtMjAyM9IBAA?oc=5"" target=""_blank"">Watch 'Bloomberg Daybreak: Europe' Full Show (05/08/2023)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy92aWRlb3MvMjAyMy0wNS0wOC8tYmxvb21iZXJnLWRheWJyZWFrLWV1cm9wZS1mdWxsLXNob3ctMDUtMDgtMjAyM9IBAA?oc=5,"Mon, 08 May 2023 07:41:26 GMT",neutral,17.271673,-0.98157096
Bloomberg,PacWest Bancorp (PACW) Extends Rise After Slashing Dividend - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L3BhY3dlc3QtbGVhZHMtcmFsbHktaW4tcmVnaW9uYWwtYmFua3MtYWZ0ZXItc2xhc2hpbmctZGl2aWRlbmTSAQA?oc=5"" target=""_blank"">PacWest Bancorp (PACW) Extends Rise After Slashing Dividend</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L3BhY3dlc3QtbGVhZHMtcmFsbHktaW4tcmVnaW9uYWwtYmFua3MtYWZ0ZXItc2xhc2hpbmctZGl2aWRlbmTSAQA?oc=5,"Mon, 08 May 2023 08:08:51 GMT",neutral,20.269594,-1.0520501
Bloomberg,Hedge Funds Face Into Bank Turmoil With Epic Short Treasury Bets - Bloomberg,"<a href=""https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L2hlZGdlLWZ1bmRzLWZhY2UtaW50by1iYW5rLXR1cm1vaWwtd2l0aC1lcGljLXNob3J0LXRyZWFzdXJ5LWJldHPSAQA?oc=5"" target=""_blank"">Hedge Funds Face Into Bank Turmoil With Epic Short Treasury Bets</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>",https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA1LTA4L2hlZGdlLWZ1bmRzLWZhY2UtaW50by1iYW5rLXR1cm1vaWwtd2l0aC1lcGljLXNob3J0LXRyZWFzdXJ5LWJldHPSAQA?oc=5,"Mon, 08 May 2023 07:00:06 GMT",negative,18.937769,-1.5062789
